application_number,sponsor_name,brand_name,generic_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code_description,application_type
ANDA083575,IVAX SUB TEVA PHARMS,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,ORIG,1,AP,1974-05-06,,,ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,145,AP,1990-04-20,,Labeling,ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,151,AP,1998-02-25,,Manufacturing (CMC),ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,143,AP,1990-01-12,,Labeling,ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,135,AP,1984-10-22,,Manufacturing (CMC),ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,141,AP,1988-04-26,,Labeling,ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,133,AP,1983-03-30,,Manufacturing (CMC),ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,131,AP,1982-06-02,,Manufacturing (CMC),ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,ORIG,1,AP,1976-01-13,,,ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,148,AP,1996-04-24,,Manufacturing (CMC),ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,138,AP,1986-07-03,,Manufacturing (CMC),ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,144,AP,1990-01-31,,Manufacturing (CMC),ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,136,AP,1984-11-15,,Manufacturing (CMC),ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,150,AP,1997-07-08,,Manufacturing (CMC),ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,142,AP,1989-05-18,,Labeling,ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,134,AP,1983-02-17,,Manufacturing (CMC),ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,140,AP,1988-01-15,,Manufacturing (CMC),ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,132,AP,1982-06-02,,Manufacturing (CMC),ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,149,AP,1996-04-24,,Labeling,ANDA
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,SUPPL,147,AP,1994-08-30,,Manufacturing (CMC),ANDA
ANDA077137,CIPLA,TERBINAFINE HYDROCHLORIDE,TERBINAFINE HYDROCHLORIDE,SUPPL,11,AP,2021-08-09,STANDARD,Labeling,ANDA
ANDA077137,CIPLA,TERBINAFINE HYDROCHLORIDE,TERBINAFINE HYDROCHLORIDE,SUPPL,9,AP,2021-08-09,STANDARD,Labeling,ANDA
ANDA077137,CIPLA,TERBINAFINE HYDROCHLORIDE,TERBINAFINE HYDROCHLORIDE,ORIG,1,AP,2007-07-02,,,ANDA
ANDA077137,CIPLA,TERBINAFINE HYDROCHLORIDE,TERBINAFINE HYDROCHLORIDE,SUPPL,7,AP,2021-08-09,STANDARD,Labeling,ANDA
ANDA077137,CIPLA,TERBINAFINE HYDROCHLORIDE,TERBINAFINE HYDROCHLORIDE,SUPPL,3,AP,2016-01-10,STANDARD,Labeling,ANDA
ANDA077443,UNIQUE,ATENOLOL,ATENOLOL,SUPPL,5,AP,2014-11-04,STANDARD,Labeling,ANDA
ANDA077443,UNIQUE,ATENOLOL,ATENOLOL,SUPPL,3,AP,2011-11-28,,Labeling,ANDA
ANDA077443,UNIQUE,ATENOLOL,ATENOLOL,SUPPL,16,AP,2025-07-30,STANDARD,Labeling,ANDA
ANDA077443,UNIQUE,ATENOLOL,ATENOLOL,SUPPL,2,AP,2010-07-06,,Labeling,ANDA
ANDA077443,UNIQUE,ATENOLOL,ATENOLOL,ORIG,1,AP,2006-09-13,,,ANDA
ANDA077742,PH HEALTH,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,SUPPL,18,AP,2021-02-04,STANDARD,Labeling,ANDA
ANDA077742,PH HEALTH,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,SUPPL,12,AP,2021-02-04,STANDARD,Labeling,ANDA
ANDA077742,PH HEALTH,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,SUPPL,2,AP,2013-03-14,STANDARD,Labeling,ANDA
ANDA077742,PH HEALTH,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,SUPPL,19,AP,2023-05-01,STANDARD,Labeling,ANDA
ANDA077742,PH HEALTH,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,SUPPL,9,AP,2015-10-05,STANDARD,Labeling,ANDA
ANDA077742,PH HEALTH,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,SUPPL,21,AP,2024-01-16,STANDARD,Labeling,ANDA
ANDA077742,PH HEALTH,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,ORIG,1,AP,2012-11-02,,,ANDA
ANDA077742,PH HEALTH,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,SUPPL,11,AP,2021-02-04,STANDARD,Labeling,ANDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,16,AP,1982-09-13,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,30,AP,1994-03-29,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,14,AP,1981-04-03,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,6,AP,1977-06-03,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,12,AP,1981-10-08,,Labeling,NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,4,AP,1977-04-21,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,10,AP,1979-09-24,,Labeling,NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,39,AP,2025-01-22,STANDARD,Labeling,NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,37,AP,2000-09-26,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,29,AP,1990-07-16,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,35,AP,1998-09-16,STANDARD,Labeling,NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,33,AP,1997-08-28,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,25,AP,1987-02-03,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,17,AP,1983-10-17,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,31,AP,1994-06-29,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,9,AP,1980-09-16,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,15,AP,1981-05-26,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,21,AP,1984-11-30,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,7,AP,1977-10-11,,Labeling,NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,13,AP,1981-05-14,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,ORIG,1,AP,1976-05-04,STANDARD,Type 2 - New Active Ingredient,NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,11,AP,1981-01-06,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,3,AP,1977-04-21,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,38,AP,2017-02-23,901 REQUIRED,Labeling,NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,36,AP,2000-10-10,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,34,AP,1998-01-28,STANDARD,Manufacturing (CMC),NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,40,AP,2025-01-22,STANDARD,Labeling,NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,18,AP,1983-03-10,,Labeling,NDA
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,SUPPL,32,AP,1994-11-21,STANDARD,Manufacturing (CMC),NDA
NDA017698,HOSPIRA,STERILE UREA,UREA,SUPPL,4,AP,1980-06-25,STANDARD,Manufacturing (CMC),NDA
NDA017698,HOSPIRA,STERILE UREA,UREA,SUPPL,2,AP,1980-09-22,STANDARD,Manufacturing (CMC),NDA
NDA017698,HOSPIRA,STERILE UREA,UREA,SUPPL,9,AP,1982-03-08,STANDARD,Manufacturing (CMC),NDA
NDA017698,HOSPIRA,STERILE UREA,UREA,SUPPL,5,AP,1980-09-03,STANDARD,Manufacturing (CMC),NDA
NDA017698,HOSPIRA,STERILE UREA,UREA,SUPPL,3,AP,1980-06-02,STANDARD,Manufacturing (CMC),NDA
NDA017698,HOSPIRA,STERILE UREA,UREA,ORIG,1,AP,1976-12-22,STANDARD,Type 6 - New Indication (no longer used),NDA
NDA017698,HOSPIRA,STERILE UREA,UREA,SUPPL,8,AP,1982-06-11,STANDARD,Labeling,NDA
ANDA078629,HIKMA FARMACEUTICA,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,ORIG,1,AP,2009-12-23,,,ANDA
ANDA078629,HIKMA FARMACEUTICA,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,SUPPL,7,AP,2014-09-18,STANDARD,Labeling,ANDA
ANDA078629,HIKMA FARMACEUTICA,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,SUPPL,6,AP,2014-09-14,STANDARD,Labeling,ANDA
ANDA078936,MYLAN,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,SUPPL,19,AP,2024-11-12,STANDARD,Labeling,ANDA
ANDA078936,MYLAN,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,SUPPL,6,AP,2023-10-05,STANDARD,Labeling,ANDA
ANDA078936,MYLAN,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,SUPPL,9,AP,2023-10-05,STANDARD,Labeling,ANDA
ANDA078936,MYLAN,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,SUPPL,7,AP,2023-10-05,STANDARD,Labeling,ANDA
ANDA078936,MYLAN,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,SUPPL,12,AP,2023-10-05,STANDARD,Labeling,ANDA
ANDA078936,MYLAN,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,ORIG,1,AP,2015-08-03,,,ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,48,AP,2001-04-25,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,44,AP,1998-11-20,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,36,AP,1991-08-07,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,42,AP,1997-06-16,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,34,AP,1988-09-09,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,26,AP,1984-01-16,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,40,AP,1994-02-08,,Labeling,ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,79,AP,2024-05-28,STANDARD,Labeling,ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,32,AP,1987-11-23,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,85,AP,2024-06-05,STANDARD,Labeling,ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,24,AP,1983-09-07,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,22,AP,1983-09-07,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,ORIG,1,AP,1976-11-12,,,ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,37,AP,1991-01-28,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,43,AP,1998-06-12,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,35,AP,1990-06-29,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,27,AP,1984-03-29,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,41,AP,1995-11-14,,Labeling,ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,33,AP,1988-09-09,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,25,AP,1983-11-22,,Manufacturing (CMC),ANDA
ANDA085162,WATSON LABS,PREDNISONE,PREDNISONE,SUPPL,31,AP,1987-11-23,,Manufacturing (CMC),ANDA
ANDA085638,SCHERER LABS,"CODEINE, ASPIRIN, APAP FORMULA NO. 4",ACETAMINOPHEN,ORIG,1,AP,1978-05-10,,,ANDA
ANDA086026,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,SUPPL,16,AP,1987-01-08,,Manufacturing (CMC),ANDA
ANDA086026,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,SUPPL,14,AP,1986-07-03,,Manufacturing (CMC),ANDA
ANDA086026,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,SUPPL,12,AP,1986-12-15,,Manufacturing (CMC),ANDA
ANDA086026,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,SUPPL,8,AP,1984-08-03,,Manufacturing (CMC),ANDA
ANDA086026,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,SUPPL,4,AP,1983-04-08,,Manufacturing (CMC),ANDA
ANDA086026,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,SUPPL,2,AP,1983-04-08,,Manufacturing (CMC),ANDA
ANDA086026,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,SUPPL,17,AP,1987-01-08,,Manufacturing (CMC),ANDA
ANDA086026,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,SUPPL,15,AP,1987-01-08,,Manufacturing (CMC),ANDA
ANDA086026,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,SUPPL,13,AP,1986-12-15,,Manufacturing (CMC),ANDA
ANDA086026,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,SUPPL,11,AP,1986-04-22,,Manufacturing (CMC),ANDA
ANDA086026,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,SUPPL,9,AP,1986-12-15,,Manufacturing (CMC),ANDA
ANDA086026,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,SUPPL,5,AP,1983-10-14,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,13,AP,1984-10-18,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,11,AP,1984-10-18,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,ORIG,1,AP,1979-05-11,,,ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,28,AP,1994-09-29,,Labeling,ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,26,AP,1993-09-08,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,32,AP,2001-11-02,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,24,AP,1990-11-15,,Labeling,ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,16,AP,1985-11-14,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,30,AP,1998-04-07,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,22,AP,1991-07-03,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,14,AP,1984-10-18,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,20,AP,1989-01-10,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,12,AP,1984-10-18,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,8,AP,1982-12-06,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,29,AP,1996-01-18,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,19,AP,1987-04-22,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,25,AP,1991-02-26,,Labeling,ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,31,AP,2001-04-18,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,23,AP,1989-06-29,,Labeling,ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,15,AP,1985-03-12,,Manufacturing (CMC),ANDA
ANDA086681,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,SUPPL,21,AP,1991-07-03,,Manufacturing (CMC),ANDA
ANDA090239,JUBILANT CADISTA,OXCARBAZEPINE,OXCARBAZEPINE,SUPPL,1,AP,2015-01-20,,Labeling,ANDA
ANDA090239,JUBILANT CADISTA,OXCARBAZEPINE,OXCARBAZEPINE,SUPPL,4,AP,2015-01-20,STANDARD,Labeling,ANDA
ANDA090239,JUBILANT CADISTA,OXCARBAZEPINE,OXCARBAZEPINE,ORIG,1,AP,2010-01-25,,,ANDA
NDA018763,TARO,TOPICORT,DESOXIMETASONE,SUPPL,9,AP,1998-02-18,STANDARD,Manufacturing (CMC),NDA
NDA018763,TARO,TOPICORT,DESOXIMETASONE,ORIG,1,AP,1983-10-03,STANDARD,Type 3 - New Dosage Form,NDA
NDA018763,TARO,TOPICORT,DESOXIMETASONE,SUPPL,7,AP,1996-01-25,STANDARD,Manufacturing (CMC),NDA
NDA018763,TARO,TOPICORT,DESOXIMETASONE,SUPPL,5,AP,1994-07-26,STANDARD,Manufacturing (CMC),NDA
NDA018763,TARO,TOPICORT,DESOXIMETASONE,SUPPL,3,AP,2004-04-27,,Labeling,NDA
NDA018763,TARO,TOPICORT,DESOXIMETASONE,SUPPL,1,AP,1988-02-18,STANDARD,Manufacturing (CMC),NDA
NDA018763,TARO,TOPICORT,DESOXIMETASONE,SUPPL,6,AP,1996-01-19,STANDARD,Manufacturing (CMC),NDA
NDA018763,TARO,TOPICORT,DESOXIMETASONE,SUPPL,4,AP,1993-10-13,STANDARD,Manufacturing (CMC),NDA
ANDA090879,ORBION PHARMS,RIVASTIGMINE TARTRATE,RIVASTIGMINE TARTRATE,SUPPL,1,AP,2021-08-30,STANDARD,Labeling,ANDA
ANDA090879,ORBION PHARMS,RIVASTIGMINE TARTRATE,RIVASTIGMINE TARTRATE,ORIG,1,AP,2015-06-10,,,ANDA
ANDA090879,ORBION PHARMS,RIVASTIGMINE TARTRATE,RIVASTIGMINE TARTRATE,SUPPL,2,AP,2021-08-30,STANDARD,Labeling,ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,5,AP,1983-09-02,,Manufacturing (CMC),ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,1,AP,1982-02-03,,Manufacturing (CMC),ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,18,AP,1996-06-19,,Manufacturing (CMC),ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,16,AP,1992-07-22,,Labeling,ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,14,AP,1994-12-21,,Manufacturing (CMC),ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,ORIG,1,AP,1981-06-12,,,ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,20,AP,1996-04-12,,Manufacturing (CMC),ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,12,AP,1988-04-12,,Labeling,ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,8,AP,1985-09-19,,Manufacturing (CMC),ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,6,AP,1983-11-10,,Manufacturing (CMC),ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,4,AP,1983-09-02,,Manufacturing (CMC),ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,19,AP,1995-10-16,,Manufacturing (CMC),ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,2,AP,1982-02-03,,Manufacturing (CMC),ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,17,AP,1993-01-22,,Labeling,ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,13,AP,1989-10-03,,Labeling,ANDA
ANDA087223,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,SUPPL,9,AP,1985-01-30,,Manufacturing (CMC),ANDA
ANDA087644,DOW PHARM,NUTRACORT,HYDROCORTISONE,SUPPL,14,AP,2002-07-15,,Manufacturing (CMC),ANDA
ANDA087644,DOW PHARM,NUTRACORT,HYDROCORTISONE,SUPPL,12,AP,2002-07-15,,Manufacturing (CMC),ANDA
ANDA087644,DOW PHARM,NUTRACORT,HYDROCORTISONE,SUPPL,8,AP,1993-07-30,,Labeling,ANDA
ANDA087644,DOW PHARM,NUTRACORT,HYDROCORTISONE,SUPPL,10,AP,1998-11-16,,Manufacturing (CMC),ANDA
ANDA087644,DOW PHARM,NUTRACORT,HYDROCORTISONE,SUPPL,6,AP,1991-02-01,,Labeling,ANDA
ANDA087644,DOW PHARM,NUTRACORT,HYDROCORTISONE,SUPPL,13,AP,2002-07-15,,Manufacturing (CMC),ANDA
