application_number,sponsor_name,brand_name,generic_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code_description,application_type,generic_name_clean,brand_name_clean,is_orphan,has_ncd,ncd_category,nadac_per_unit,is_brand,has_nadac_price,launch_price,is_priority_review,is_standard_review,is_nda,is_bla,is_anda,is_new_molecular_entity,is_new_indication,approval_year,approval_month,approval_quarter,regulatory_advantage_score,likely_accelerated,therapeutic_area,therapeutic_area_encoded,is_high_value_area,is_complex_dosage,is_oral_simple,is_biologic,log_launch_price,price_tier,market_size_proxy,month_sin,month_cos,years_since_2010,is_q4_approval,is_election_year,coverage_difficulty_score,target_high_barrier
ANDA207201,APPCO,GLYCOPYRROLATE,GLYCOPYRROLATE,ORIG,1,AP,2017-01-03,STANDARD,,ANDA,glycopyrrolate,glycopyrrolate,False,False,,,,False,,False,True,False,False,True,False,False,2017,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,7,0,0,0.3333333333333333,0
ANDA206834,EMERGE BIOSCIENCE,ENOXAPARIN SODIUM (PRESERVATIVE FREE),ENOXAPARIN SODIUM,ORIG,1,AP,2019-11-29,STANDARD,,ANDA,enoxaparin sodium,enoxaparin sodium (preservative free),False,False,,,,False,,False,True,False,False,True,False,False,2019,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,9,1,0,0.3333333333333333,0
ANDA207574,SANALUZ,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,ORIG,1,AP,2016-12-13,STANDARD,,ANDA,acetaminophen,oxycodone and acetaminophen,False,False,,,,False,,False,True,False,False,True,False,False,2016,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,6,1,1,0.3333333333333333,0
ANDA207985,GLENMARK PHARMS LTD,FINGOLIMOD HYDROCHLORIDE,FINGOLIMOD HYDROCHLORIDE,ORIG,1,AP,2020-06-18,STANDARD,,ANDA,fingolimod hydrochloride,fingolimod hydrochloride,False,False,,,,False,,False,True,False,False,True,False,False,2020,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,10,0,1,0.3333333333333333,0
ANDA208354,SIGMAPHARM LABS LLC,AMBRISENTAN,AMBRISENTAN,ORIG,1,AP,2019-04-10,STANDARD,,ANDA,ambrisentan,ambrisentan,False,False,,,,False,,False,True,False,False,True,False,False,2019,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,9,0,0,0.3333333333333333,0
NDA208712,SOBI,VONJO,PACRITINIB CITRATE,ORIG,1,AP,2022-02-28,PRIORITY,Type 1 - New Molecular Entity,NDA,pacritinib citrate,vonjo,False,False,,,,False,,True,False,True,False,False,True,False,2022,2,1,2,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,12,0,0,0.0,0
ANDA209077,SAGENT PHARMS INC,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,ORIG,1,AP,2018-07-20,STANDARD,,ANDA,gemcitabine hydrochloride,gemcitabine hydrochloride,False,False,,,,False,,False,True,False,False,True,False,False,2018,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,8,0,0,0.3333333333333333,0
ANDA209438,HETERO LABS LTD III,OSELTAMIVIR PHOSPHATE,OSELTAMIVIR PHOSPHATE,ORIG,1,AP,2018-02-23,STANDARD,,ANDA,oseltamivir phosphate,oseltamivir phosphate,False,False,,,,False,,False,True,False,False,True,False,False,2018,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,8,0,0,0.3333333333333333,0
NDA004122,LILLY,SULFADIAZINE,SULFADIAZINE,ORIG,1,AP,1941-08-26,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA,sulfadiazine,sulfadiazine,False,False,,,,False,,False,True,True,False,False,False,False,1941,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,-69,0,0,0.3333333333333333,0
ANDA210117,ZYDUS PHARMS,ALLOPURINOL,ALLOPURINOL,ORIG,1,AP,2017-10-12,STANDARD,,ANDA,allopurinol,allopurinol,False,False,,,,False,,False,True,False,False,True,False,False,2017,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,7,1,0,0.3333333333333333,0
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,ORIG,1,AP,1991-04-30,STANDARD,Type 3 - New Dosage Form,NDA,acyclovir,zovirax,False,False,,,,False,,False,True,True,False,False,False,False,1991,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,-19,0,0,0.3333333333333333,0
ANDA210804,MSN PHARMACEUTICALS INC,AFATINIB,AFATINIB,ORIG,1,TA,2023-02-14,STANDARD,,ANDA,afatinib,afatinib,False,False,,,,False,,False,True,False,False,True,False,False,2023,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,13,0,0,0.3333333333333333,0
NDA211150,HARMONY,WAKIX,PITOLISANT HYDROCHLORIDE,ORIG,2,AP,2020-10-13,PRIORITY,Efficacy,NDA,pitolisant hydrochloride,wakix,False,False,,,,False,,True,False,True,False,False,False,True,2020,10,4,1,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,10,1,1,0.0,0
NDA211150,HARMONY,WAKIX,PITOLISANT HYDROCHLORIDE,ORIG,1,AP,2019-08-14,PRIORITY,Type 1 - New Molecular Entity,NDA,pitolisant hydrochloride,wakix,False,False,,,,False,,True,False,True,False,False,True,False,2019,8,3,2,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,9,0,0,0.0,0
ANDA211504,GLAND,METHOCARBAMOL,METHOCARBAMOL,ORIG,1,AP,2018-10-26,STANDARD,,ANDA,methocarbamol,methocarbamol,False,False,,,,False,,False,True,False,False,True,False,False,2018,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,8,1,0,0.3333333333333333,0
ANDA211831,REGCON HOLDINGS,THIOTEPA,THIOTEPA,ORIG,1,AP,2021-12-08,STANDARD,,ANDA,thiotepa,thiotepa,False,False,,,,False,,False,True,False,False,True,False,False,2021,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,11,1,0,0.3333333333333333,0
ANDA212929,ACCORD HLTHCARE,TRIENTINE HYDROCHLORIDE,TRIENTINE HYDROCHLORIDE,ORIG,1,AP,2021-08-30,STANDARD,,ANDA,trientine hydrochloride,trientine hydrochloride,False,False,,,,False,,False,True,False,False,True,False,False,2021,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,11,0,0,0.3333333333333333,0
ANDA212204,HETERO LABS LTD VI,BORTEZOMIB,BORTEZOMIB,ORIG,1,AP,2024-05-03,STANDARD,,ANDA,bortezomib,bortezomib,False,False,,,,False,,False,True,False,False,True,False,False,2024,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,14,0,1,0.3333333333333333,0
ANDA212560,SANDOZ,PIRFENIDONE,PIRFENIDONE,ORIG,1,AP,2022-04-28,STANDARD,,ANDA,pirfenidone,pirfenidone,False,False,,,,False,,False,True,False,False,True,False,False,2022,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,12,0,0,0.3333333333333333,0
ANDA213317,XIROMED,GEMMILY,ETHINYL ESTRADIOL,ORIG,1,AP,2020-11-09,STANDARD,,ANDA,ethinyl estradiol,gemmily,False,False,,,,False,,False,True,False,False,True,False,False,2020,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,10,1,1,0.3333333333333333,0
ANDA213692,TEVA PHARMS USA INC,BREXPIPRAZOLE,BREXPIPRAZOLE,ORIG,1,AP,2022-08-11,STANDARD,,ANDA,brexpiprazole,brexpiprazole,False,False,,,,False,,False,True,False,False,True,False,False,2022,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,12,0,0,0.3333333333333333,0
ANDA214129,AJANTA PHARMA LTD,CHLORTHALIDONE,CHLORTHALIDONE,ORIG,1,AP,2020-11-27,STANDARD,,ANDA,chlorthalidone,chlorthalidone,False,False,,,,False,,False,True,False,False,True,False,False,2020,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,10,1,1,0.3333333333333333,0
NDA214544,LUPIN LTD,DOLUTEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE,DOLUTEGRAVIR,ORIG,1,TA,2023-01-19,STANDARD,Type 4 - New Combination,NDA,dolutegravir,dolutegravir; emtricitabine; tenofovir alafenamide,False,False,,,,False,,False,True,True,False,False,False,False,2023,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,13,0,0,0.3333333333333333,0
NDA214962,CYCLE,TASCENSO ODT,FINGOLIMOD LAURYL SULFATE,ORIG,1,AP,2022-12-09,STANDARD,Type 2 - New Active Ingredient,NDA,fingolimod lauryl sulfate,tascenso odt,False,False,,,,False,,False,True,True,False,False,False,False,2022,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,12,1,0,0.3333333333333333,0
NDA214962,CYCLE,TASCENSO ODT,FINGOLIMOD LAURYL SULFATE,ORIG,2,AP,2021-12-23,STANDARD,,NDA,fingolimod lauryl sulfate,tascenso odt,False,False,,,,False,,False,True,True,False,False,False,False,2021,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,11,1,0,0.3333333333333333,0
ANDA215403,INFORLIFE,ACETAMINOPHEN,ACETAMINOPHEN,ORIG,1,AP,2023-05-03,STANDARD,,ANDA,acetaminophen,acetaminophen,False,False,,,,False,,False,True,False,False,True,False,False,2023,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,13,0,0,0.3333333333333333,0
ANDA215832,ALEMBIC,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,ORIG,1,AP,2024-08-22,STANDARD,,ANDA,betamethasone valerate,betamethasone valerate,False,False,,,,False,,False,True,False,False,True,False,False,2024,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,14,0,1,0.3333333333333333,0
ANDA216284,ZYDUS LIFESCIENCES,DEXAMETHASONE,DEXAMETHASONE,ORIG,1,AP,2024-05-09,STANDARD,,ANDA,dexamethasone,dexamethasone,False,False,,,,False,,False,True,False,False,True,False,False,2024,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,14,0,1,0.3333333333333333,0
ANDA216723,ZYDUS,VARENICLINE TARTRATE,VARENICLINE TARTRATE,ORIG,1,AP,2023-06-12,STANDARD,,ANDA,varenicline tartrate,varenicline tartrate,False,False,,,,False,,False,True,False,False,True,False,False,2023,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,13,0,0,0.3333333333333333,0
ANDA217178,LONG GROVE PHARMS,DIAZEPAM,DIAZEPAM,ORIG,1,AP,2024-12-31,STANDARD,,ANDA,diazepam,diazepam,False,False,,,,False,,False,True,False,False,True,False,False,2024,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,14,1,1,0.3333333333333333,0
ANDA217633,ALEMBIC,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,ORIG,1,AP,2025-11-14,STANDARD,,ANDA,diltiazem hydrochloride,diltiazem hydrochloride,False,False,,,,False,,False,True,False,False,True,False,False,2025,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,15,1,0,0.3333333333333333,0
ANDA218085,HETERO LABS LTD III,SPIRONOLACTONE,SPIRONOLACTONE,ORIG,1,AP,2025-02-21,STANDARD,,ANDA,spironolactone,spironolactone,False,False,,,,False,,False,True,False,False,True,False,False,2025,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,15,0,0,0.3333333333333333,0
ANDA218618,AMNEAL,CABERGOLINE,CABERGOLINE,ORIG,1,AP,2024-06-25,STANDARD,,ANDA,cabergoline,cabergoline,False,False,,,,False,,False,True,False,False,True,False,False,2024,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,14,0,1,0.3333333333333333,0
ANDA219237,GLAND,EPOPROSTENOL SODIUM,EPOPROSTENOL SODIUM,ORIG,1,AP,2025-12-29,STANDARD,,ANDA,epoprostenol sodium,epoprostenol sodium,False,False,,,,False,,False,True,False,False,True,False,False,2025,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,15,1,0,0.3333333333333333,0
BLA761062,AMGEN INC,EVENITY,ROMOSOZUMAB-AQQG,ORIG,1,AP,2019-04-09,STANDARD,Type 1 - New Molecular Entity,BLA,romosozumab-aqqg,evenity,False,False,,,,False,,False,True,False,True,False,True,False,2019,4,2,1,0,other,1,0,0,0,1,0.0,0,0,0.8660254037844387,-0.4999999999999998,9,0,0,0.8333333333333333,1
NDA020901,GALDERMA LABS LP,METROLOTION,METRONIDAZOLE,ORIG,1,AP,1998-11-24,STANDARD,Type 3 - New Dosage Form,NDA,metronidazole,metrolotion,False,False,,,,False,,False,True,True,False,False,False,False,1998,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,-12,1,0,0.3333333333333333,0
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,ORIG,1,AP,2007-01-31,STANDARD,Type 2 - New Active Ingredient,NDA,diclofenac epolamine,flector,False,False,,,,False,,False,True,True,False,False,False,False,2007,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,-3,0,0,0.3333333333333333,0
NDA021560,NOVARTIS,ZORTRESS,EVEROLIMUS,ORIG,1,AP,2010-04-20,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA,everolimus,zortress,False,False,,,,False,,False,True,True,False,False,False,False,2010,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,0,0,0,0.3333333333333333,0
NDA021947,CEPHALON,FENTORA,FENTANYL CITRATE,ORIG,1,AP,2006-09-25,STANDARD,Type 3 - New Dosage Form,NDA,fentanyl citrate,fentora,False,False,,,,False,,False,True,True,False,False,False,False,2006,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,-4,0,0,0.3333333333333333,0
NDA022311,GENZYME,MOZOBIL,PLERIXAFOR,ORIG,1,AP,2008-12-15,PRIORITY,Type 1 - New Molecular Entity,NDA,plerixafor,mozobil,False,False,,,,False,,True,False,True,False,False,True,False,2008,12,4,2,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-2,1,0,0.0,0
ANDA040109,MIKART,"ACETAMINOPHEN, CAFFEINE, AND DIHYDROCODEINE BITARTRATE",ACETAMINOPHEN,ORIG,1,AP,1997-08-26,,,ANDA,acetaminophen,"acetaminophen, caffeine, and dihydrocodeine bitartrate",False,False,,,,False,,False,False,False,False,True,False,False,1997,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,-13,0,0,0.3333333333333333,0
ANDA070505,HOSPIRA,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE,ORIG,1,AP,1989-06-23,,,ANDA,metoclopramide hydrochloride,metoclopramide hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1989,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,-21,0,0,0.3333333333333333,0
ANDA040415,AUROBINDO PHARMA USA,WARFARIN SODIUM,WARFARIN SODIUM,ORIG,1,AP,2004-09-27,,,ANDA,warfarin sodium,warfarin sodium,False,False,,,,False,,False,False,False,False,True,False,False,2004,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,-6,0,0,0.3333333333333333,0
ANDA040709,BEDFORD LABS,METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE,ORIG,1,AP,2007-02-21,,,ANDA,methylprednisolone sodium succinate,methylprednisolone sodium succinate,False,False,,,,False,,False,False,False,False,True,False,False,2007,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,-3,0,0,0.3333333333333333,0
NDA050315,TRIAX PHARMS,MINOCIN,MINOCYCLINE HYDROCHLORIDE,ORIG,1,AP,1971-06-30,,,NDA,minocycline hydrochloride,minocin,False,False,,,,False,,False,False,True,False,False,False,False,1971,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,-39,0,0,0.3333333333333333,0
NDA050750,BAXTER HLTHCARE CORP,ZOSYN IN PLASTIC CONTAINER,PIPERACILLIN SODIUM,ORIG,1,AP,1998-02-24,STANDARD,Type 3 - New Dosage Form,NDA,piperacillin sodium,zosyn in plastic container,False,False,,,,False,,False,True,True,False,False,False,False,1998,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,-12,0,0,0.3333333333333333,0
ANDA061528,BELCHER PHARMS,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM,ORIG,1,AP,1971-11-18,,,ANDA,penicillin v potassium,penicillin v potassium,False,False,,,,False,,False,False,False,False,True,False,False,1971,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,-39,1,0,0.3333333333333333,0
ANDA062347,SUN PHARMA CANADA,NYSTATIN AND TRIAMCINOLONE ACETONIDE,NYSTATIN,ORIG,1,AP,1987-03-30,,,ANDA,nystatin,nystatin and triamcinolone acetonide,False,False,,,,False,,False,False,False,False,True,False,False,1987,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-23,0,0,0.3333333333333333,0
ANDA065138,LUPIN,NYSTATIN,NYSTATIN,ORIG,1,AP,2004-07-23,,,ANDA,nystatin,nystatin,False,False,,,,False,,False,False,False,False,True,False,False,2004,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-6,0,0,0.3333333333333333,0
NDA013217,KING PHARMS,SKELAXIN,METAXALONE,ORIG,1,AP,1962-08-13,STANDARD,Type 1 - New Molecular Entity,NDA,metaxalone,skelaxin,False,False,,,,False,,False,True,True,False,False,True,False,1962,8,3,1,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,-48,0,0,0.3333333333333333,0
ANDA062730,BAXTER HLTHCARE,CEPHALOTHIN SODIUM W/ DEXTROSE IN PLASTIC CONTAINER,CEPHALOTHIN SODIUM,ORIG,1,AP,1987-03-05,,,ANDA,cephalothin sodium,cephalothin sodium w/ dextrose in plastic container,False,False,,,,False,,False,False,False,False,True,False,False,1987,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-23,0,0,0.3333333333333333,0
NDA012699,GD SEARLE LLC,LOMOTIL,ATROPINE SULFATE,ORIG,1,AP,1961-10-19,PRIORITY,Type 3 - New Dosage Form,NDA,atropine sulfate,lomotil,False,False,,,,False,,True,False,True,False,False,False,False,1961,10,4,1,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,-49,1,0,0.0,0
ANDA070176,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,ORIG,1,AP,1986-05-13,,,ANDA,propranolol hydrochloride,propranolol hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1986,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-24,0,0,0.3333333333333333,0
ANDA075924,PHARM ASSOC,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,ORIG,1,AP,2004-01-15,,,ANDA,doxepin hydrochloride,doxepin hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2004,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,-6,0,0,0.3333333333333333,0
ANDA075635,MYLAN,ETOPOSIDE,ETOPOSIDE,ORIG,1,AP,2001-09-19,,,ANDA,etoposide,etoposide,False,False,,,,False,,False,False,False,False,True,False,False,2001,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,-9,0,0,0.3333333333333333,0
ANDA071146,IVAX SUB TEVA PHARMS,IBUPROFEN,IBUPROFEN,ORIG,1,AP,1986-09-23,,,ANDA,ibuprofen,ibuprofen,False,False,,,,False,,False,False,False,False,True,False,False,1986,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,-24,0,0,0.3333333333333333,0
ANDA071514,ALVOGEN,TRAZODONE HYDROCHLORIDE,TRAZODONE HYDROCHLORIDE,ORIG,1,AP,1988-04-18,,,ANDA,trazodone hydrochloride,trazodone hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1988,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,-22,0,0,0.3333333333333333,0
ANDA071891,WATSON LABS,SULINDAC,SULINDAC,ORIG,1,AP,1988-03-03,,,ANDA,sulindac,sulindac,False,False,,,,False,,False,False,False,False,True,False,False,1988,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-22,0,0,0.3333333333333333,0
ANDA072304,AIPING PHARM INC,ATENOLOL,ATENOLOL,ORIG,1,AP,1988-07-15,,,ANDA,atenolol,atenolol,False,False,,,,False,,False,False,False,False,True,False,False,1988,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-22,0,0,0.3333333333333333,0
ANDA074032,WATSON LABS,METOPROLOL TARTRATE,METOPROLOL TARTRATE,ORIG,1,AP,1993-12-21,,,ANDA,metoprolol tartrate,metoprolol tartrate,False,False,,,,False,,False,False,False,False,True,False,False,1993,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-17,1,0,0.3333333333333333,0
ANDA074404,NOSTRUM LABS,ATENOLOL AND CHLORTHALIDONE,ATENOLOL,ORIG,1,AP,1998-05-14,,,ANDA,atenolol,atenolol and chlorthalidone,False,False,,,,False,,False,False,False,False,True,False,False,1998,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-12,0,0,0.3333333333333333,0
ANDA074722,ACTAVIS ELIZABETH,INDAPAMIDE,INDAPAMIDE,ORIG,1,AP,1996-06-17,,,ANDA,indapamide,indapamide,False,False,,,,False,,False,False,False,False,True,False,False,1996,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,-14,0,0,0.3333333333333333,0
ANDA075034,APOTEX,GEMFIBROZIL,GEMFIBROZIL,ORIG,1,AP,1998-07-20,,,ANDA,gemfibrozil,gemfibrozil,False,False,,,,False,,False,False,False,False,True,False,False,1998,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-12,0,0,0.3333333333333333,0
ANDA075347,ACTAVIS LABS FL INC,OMEPRAZOLE,OMEPRAZOLE,ORIG,1,AP,2008-05-30,,,ANDA,omeprazole,omeprazole,False,False,,,,False,,False,False,False,False,True,False,False,2008,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-2,0,0,0.3333333333333333,0
ANDA076848,SANDOZ,OFLOXACIN,OFLOXACIN,ORIG,1,AP,2008-11-25,,,ANDA,ofloxacin,ofloxacin,False,False,,,,False,,False,False,False,False,True,False,False,2008,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,-2,1,0,0.3333333333333333,0
ANDA076564,TEVA PHARMS USA,ADENOSINE,ADENOSINE,ORIG,1,AP,2004-06-16,,,ANDA,adenosine,adenosine,False,False,,,,False,,False,False,False,False,True,False,False,2004,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,-6,0,0,0.3333333333333333,0
ANDA076294,FOUGERA PHARMS,KETOCONAZOLE,KETOCONAZOLE,ORIG,1,AP,2004-04-28,,,ANDA,ketoconazole,ketoconazole,False,False,,,,False,,False,False,False,False,True,False,False,2004,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,-6,0,0,0.3333333333333333,0
ANDA084697,SEPTODONT,ISOCAINE HYDROCHLORIDE W/ LEVONORDEFRIN,LEVONORDEFRIN,ORIG,1,AP,1976-02-06,,,ANDA,levonordefrin,isocaine hydrochloride w/ levonordefrin,False,False,,,,False,,False,False,False,False,True,False,False,1976,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,-34,0,0,0.3333333333333333,0
ANDA081297,BIONPHARMA,BENZONATATE,BENZONATATE,ORIG,1,AP,1993-01-29,,,ANDA,benzonatate,benzonatate,False,False,,,,False,,False,False,False,False,True,False,False,1993,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,-17,0,0,0.3333333333333333,0
ANDA083575,IVAX SUB TEVA PHARMS,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,ORIG,1,AP,1974-05-06,,,ANDA,chlorpromazine hydrochloride,chlorpromazine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1974,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-36,0,0,0.3333333333333333,0
ANDA084211,AUROBINDO PHARMA USA,PROBENECID,PROBENECID,ORIG,1,AP,1976-01-13,,,ANDA,probenecid,probenecid,False,False,,,,False,,False,False,False,False,True,False,False,1976,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,-34,0,0,0.3333333333333333,0
ANDA077137,CIPLA,TERBINAFINE HYDROCHLORIDE,TERBINAFINE HYDROCHLORIDE,ORIG,1,AP,2007-07-02,,,ANDA,terbinafine hydrochloride,terbinafine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2007,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-3,0,0,0.3333333333333333,0
ANDA077443,UNIQUE,ATENOLOL,ATENOLOL,ORIG,1,AP,2006-09-13,,,ANDA,atenolol,atenolol,False,False,,,,False,,False,False,False,False,True,False,False,2006,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,-4,0,0,0.3333333333333333,0
ANDA077742,PH HEALTH,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,ORIG,1,AP,2012-11-02,,,ANDA,fluoxetine hydrochloride,olanzapine and fluoxetine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2012,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,2,1,1,0.3333333333333333,0
NDA017658,TEVA BRANDED PHARM,LOXITANE C,LOXAPINE HYDROCHLORIDE,ORIG,1,AP,1976-05-04,STANDARD,Type 2 - New Active Ingredient,NDA,loxapine hydrochloride,loxitane c,False,False,,,,False,,False,True,True,False,False,False,False,1976,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-34,0,0,0.3333333333333333,0
